"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-10","  100","  100","14.54"," 1033"," 0757","0.05",,"0.0","0.0",,"71","49","   42","  200",,,"  180",,"23.9",,,"42.5","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-11","   50","   40","9.40"," 0057"," 0058","0.00",,"0.0","0.0",,"58","40","  436","  340",,,"  360",,"17.9",,,"24.2","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-12","    0","    0","5.82"," 1351"," 1348","0.00",,"0.0","0.0",,"56","31","  779","  330",,,"  315",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-13","   90","   80","4.92"," 1351"," 1328","0.00",,"0.0","0.0",,"68","38","  136","  180",,,"  180",,"10.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-14","  100","  100","4.70"," 2353"," 0435","0.18",,"0.0","0.0",,"63","49","    0","   10",,,"  180",,"8.9",,,"16.1","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-15","   90","   80","4.70"," 2353"," 1613","0.00",,"0.0","0.0",,"66","46","  212","   10",,,"  315",,"8.9",,,"11.4","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-16","   80","   80","5.59"," 1251"," 1418","0.00",,"0.0","0.0",,"73","49","  212","  220",,,"  225",,"12.1",,,"18.3",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-17","   80","  100","7.16"," 1150"," 1217","0.32",,"0.0","0.0",,"66","38","    0","  360",,,"  360",,"23.9",,,"32.2","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-18","   40","   50","7.16"," 0951"," 1009","0.00",,"0.0","0.0",,"63","36","  749","   60",,,"   45",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-19","   80","   90","6.71"," 0951"," 1333","0.00",,"0.0","0.0",,"74","42","  302","  140",,,"  180",,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-20","   90","  100","6.71"," 0951"," 0942","0.08",,"0.0","0.0",,"74","56","  130","  190",,,"  180",,"16.1",,,"24.2","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-21","   80","   90","4.70"," 0753"," 0737","0.11",,"0.0","0.0",,"73","59","  121","  190",,,"  180",,"8.1",,,"12.8","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-22","   40","   40","3.80"," 1651"," 1227","0.00",,"0.0","0.0",,"81","54","  462","   30",,,"  180",,"8.9",,,"12.8","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-23","   30","   30","4.92"," 1252"," 1505","0.00",,"0.0","0.0",,"86","52","  705","  180",,,"  180",,"8.9",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-24","   10","   10","6.71"," 1352"," 1324","0.00",,"0.0","0.0",,"87","57","  592","  170",,,"  180",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-25","   40","   50","6.26"," 1152"," 1443","0.00",,"0.0","0.0",,"87","60","  682","  210",,,"  180",,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-26","   10","   20","6.04"," 1252"," 1422","0.00",,"0.0","0.0",,"86","59","  809","  180",,,"  180",,"10.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-27","   50","   50","7.16"," 2354"," 1020","0.00",,"0.0","0.0",,"86","59","  558","  160",,,"  180",,"19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-28","   90","   90","10.74"," 1424"," 0051","0.30",,"0.0","0.0",,"76","54","  194","  260",,,"  180",,"23.0",,,"43.6","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-29","   70","   60","5.14"," 1352"," 1513","0.00",,"0.0","0.0",,"82","49","  739","  190",,,"  180",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-04-30","   90","   90","5.59"," 1251"," 1258","0.03",,"0.0","0.0",,"83","66","   94","  280",,,"  270",,"12.1",,,"18.3",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-01","   90","  100","4.70"," 1550"," 1206","0.04",,"0.0","0.0",,"68","56","   25","  350",,,"  315",,"15.0",,,"24.2","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-02","  100","  100","2.24"," 0811"," 1158","0.38",,"0.0","0.0",,"61","54","    0","  300",,,"   45",,"8.9",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-03","  100","  100","5.14"," 1351"," 1054","0.05",,"0.0","0.0",,"84","59","   30","  220",,,"  180",,"14.1",,,"23.0","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-04","   80","   90","10.29"," 1229"," 1058","0.10",,"0.0","0.0",,"83","66","  103","  190",,,"  225",,"23.0",,,"33.3","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-05","   80","  100","10.29"," 0954"," 0955","0.00",,"0.0","0.0",,"66","42","   18","  350",,,"  360",,"17.9",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-06","   40","   70","6.93"," 1450"," 1503","0.01",,"0.0","0.0",,"69","39","  450","  310",,,"  315",,"15.0",,,"24.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-07","    0","    0","8.05"," 1553"," 1607","0.00",,"0.0","0.0",,"76","42","  830","  210",,,"  225",,"13.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-08","   70","   80","11.63"," 1552"," 1211","0.00",,"0.0","0.0",,"81","49","  574","  220",,,"  225",,"19.9",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-09","  100","  100","12.53"," 2246"," 2246","0.13",,"0.0","0.0",,"70","60","    0","  260",,,"  270",,"30.0",,,"38.0","    1",,"    1",,,,,"    1",,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-10","   30","   40","15.21"," 1450"," 1441","0.02",,"0.0","0.0",,"66","45","  667","  290",,,"  270",,"29.1",,,"36.7",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-11","   70","   70","6.26"," 2350"," 2234","0.00",,"0.0","0.0",,"69","39","  314","  170",,,"  180",,"10.1",,,"19.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-12","  100","  100","14.54"," 1824"," 1848","0.22",,"0.0","0.0",,"77","56","    0","  170",,,"  180",,"30.0",,,"42.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-13","   60","   70","9.84"," 1750"," 1353","0.00",,"0.0","0.0",,"77","56","  377","  350",,,"  315",,"15.0",,,"25.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-14","   50","   70","4.70"," 2150"," 1436","0.00",,"0.0","0.0",,"85","49","  669","  170",,,"  225",,"10.1",,,"15.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-15","   60","   90","10.29"," 1352"," 1636","0.00",,"0.0","0.0",,"87","62","  315","  220",,,"  225",,"19.9",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-16","   70","   80","14.09"," 1353"," 1504","0.04",,"0.0","0.0",,"87","71","  297","  210",,,"  225",,"23.0",,,"33.3",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-17","   40","   20","12.30"," 1551"," 0333","0.75",,"0.0","0.0",,"78","62","  708","  310",,,"  315",,"19.9",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-18","   50","   50","5.59"," 1353"," 1305","0.00",,"0.0","0.0",,"82","52","  798","  360",,,"  360",,"12.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-19","  100","  100","12.30"," 1154"," 1152","0.23",,"0.0","0.0",,"83","64","  123","  180",,,"  180",,"25.9",,,"28.9",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-20","   90","   90","8.95"," 0855"," 0510","0.37",,"0.0","0.0",,"77","63","  134","  190",,,"  180",,"14.1",,,"23.0","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-21","  100","  100","11.41"," 1652"," 2030","0.26",,"0.0","0.0",,"78","59","   73","  340",,,"  315",,"21.0",,,"26.4",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-22","  100","  100","10.51"," 1335"," 1433","0.00",,"0.0","0.0",,"62","56","    0","  360",,,"  360",,"17.0",,,"20.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-23","   80","   80","5.59"," 1051"," 1426","0.00",,"0.0","0.0",,"72","55","  209","   60",,,"  315",,"8.9",,,"15.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-24","   50","   50","4.47"," 2150"," 1403","0.00",,"0.0","0.0",,"80","51","  616","  160",,,"   45",,"10.1",,,"12.8","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-25","   90","  100","11.86"," 2051"," 2123","0.00",,"0.0","0.0",,"83","63","  105","  190",,,"  180",,"23.9",,,"43.6","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-26","   90","  100","11.41"," 1152"," 1154","0.00",,"0.0","0.0",,"85","69","   54","  210",,,"  180",,"21.9",,,"32.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-27","   80","   90","6.49"," 1327"," 1321","0.20",,"0.0","0.0",,"85","63","  200","   40",,,"   45",,"23.9",,,"46.1","    1","    1","    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-28","   90","   90","12.30"," 1051"," 1701","0.00",,"0.0","0.0",,"72","59","   34","  260",,,"  315",,"19.9",,,"27.5","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-29","   20","   30","11.41"," 1253"," 1101","0.00",,"0.0","0.0",,"82","56","  766","  320",,,"  360",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-30","   60","   60","5.82"," 1450"," 1649","0.00",,"0.0","0.0",,"80","54","  362","   10",,,"  360",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-05-31","   50","   30","5.37"," 2350"," 1317","0.00",,"0.0","0.0",,"85","57","  583","  170",,,"  135",,"8.9",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-01","   80","   80","12.30"," 1450"," 1434","0.00",,"0.0","0.0",,"87","67","  310","  190",,,"  180",,"21.0",,,"27.5",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-02","   90","   80","15.66"," 1051"," 1130","0.00",,"0.0","0.0",,"88","70","  225","  180",,,"  180",,"25.1",,,"32.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-03","   80","   80","11.41"," 2353"," 1443","0.32",,"0.0","0.0",,"82","69","  204","  190",,,"  225",,"21.9",,,"27.5",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-04","   40","   30","11.86"," 1752"," 1752","0.00",,"0.0","0.0",,"74","54","  712","  350",,,"  360",,"19.9",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-05","   60","   60","7.38"," 0650"," 1206","0.00",,"0.0","0.0",,"80","53","  638","   70",,,"   90",,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-06","   50","   60","10.96"," 1638"," 1638","0.03",,"0.0","0.0",,"91","58","  447","  360",,,"  360",,"34.9",,,"43.6",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-07","   40","   50","7.38"," 1653"," 1702","0.00",,"0.0","0.0",,"95","67","  634","  210",,,"  225",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-08","   50","   50","11.86"," 1651"," 1711","0.00",,"0.0","0.0",,"94","72","  735","  230",,,"  225",,"17.9",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-09","   80","   70","10.07"," 0951"," 1015","0.00",,"0.0","0.0",,"93","76","  522","  260",,,"  270",,"19.9",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-10","   70","   60","10.29"," 1550"," 1129","0.00",,"0.0","0.0",,"88","69","  732","  340",,,"  360",,"15.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-11","   20","   20","8.05"," 0950",,"0.00",,"0.0","0.0",,"85","63","  855","   30",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-12","   10","   10","5.37"," 1450"," 1153","0.00",,"0.0","0.0",,"90","57","  860","  210",,,"  180",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-13","   20","   30","8.72"," 1250"," 1138","0.00",,"0.0","0.0",,"92","64","  519","  220",,,"  225",,"15.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-14","   60","   70","8.05"," 1542"," 1543","0.28",,"0.0","0.0",,"96","71","  216","  290",,,"  270",,"21.0",,,"33.3","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-15","   70","   70","5.14"," 1350"," 1645","0.00",,"0.0","0.0",,"92","70","  177","   50",,,"   45",,"12.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-16","   60","   50","5.37"," 1450"," 1423","0.00",,"0.0","0.0",,"94","70","  650","  100",,,"   90",,"10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-17","   80","   70","8.50"," 0950"," 0832","0.00",,"0.0","0.0",,"94","75","  360","  170",,,"  180",,"13.0",,,"19.5",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-18","   70","   90","8.72"," 1650"," 0853","1.28",,"0.0","0.0",,"93","74","  226","  310",,,"  225",,"16.1",,,"23.0","    1","    1","    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-19","   40","   60","6.26"," 1152"," 1058","0.00",,"0.0","0.0",,"92","65","  711","   40",,,"   45",,"8.9",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-20","   70","   70","8.50"," 1252"," 1151","0.28",,"0.0","0.0",,"95","67","  321","  250",,,"  270",,"15.0",,,"23.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-21","   80","   80","5.59"," 1550"," 0344","0.00",,"0.0","0.0",,"94","73","  319","  360",,,"  360",,"10.1",,,"17.2","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-22","   80","   90","11.18"," 1950"," 1955","0.18",,"0.0","0.0",,"87","69","  280","  290",,,"  315",,"16.1",,,"23.0",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-23","   40","   60","11.18"," 1150"," 1210","0.00",,"0.0","0.0",,"82","64","  645","  300",,,"  315",,"21.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-24","   40","   50","7.61"," 1650"," 0325","0.00",,"0.0","0.0",,"82","62","  508","  270",,,"  270",,"14.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-25","   20","   30","6.04"," 1650"," 1325","0.00",,"0.0","0.0",,"86","60","  809","   20",,,"  135",,"12.1",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-26","   40","   50","5.82"," 1550"," 0255","0.00",,"0.0","0.0",,"90","57","  724","  210",,,"  180",,"8.9",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-27","   50","   40","5.59"," 0850"," 1148","0.00",,"0.0","0.0",,"95","64","  434","  200",,,"  225",,"8.9",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-28","   20","   10","7.16"," 1350",,"0.00",,"0.0","0.0",,"95","67","  532","  200",,,"  180",,"13.0",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-29","   50","   50","8.05"," 1750"," 1630","0.00",,"0.0","0.0",,"96","70","  238","  240",,,"  225",,"12.1",,,"21.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-06-30","   60","   50","8.05"," 1550"," 1249","0.00",,"0.0","0.0",,"94","74","  296","  310",,,"  270",,"14.1",,,"23.0",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-01","   60","   70","8.72"," 1150"," 1347","0.32",,"0.0","0.0",,"94","77","  231","  290",,,"  315",,"14.1",,,"30.0",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-02","   20","   10","8.72"," 1550"," 1318","0.00",,"0.0","0.0",,"93","73","  799","   20",,,"   45",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-03","   20","   20","6.93"," 1650"," 1223","0.00",,"0.0","0.0",,"98","63","  691","  180",,,"  180",,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-04","   40","   40","7.83"," 1550"," 1114","0.00",,"0.0","0.0",,"98","72","  488","  210",,,"   90",,"12.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-05","   40","   30","6.49"," 1650"," 1340","0.00",,"0.0","0.0",,"98","67","  631","  250",,,"  315",,"12.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-06","   70","   80","6.49"," 1550"," 1530","0.00",,"0.0","0.0",,"97","73","  133","  180",,,"  315",,"12.1",,,"23.0","    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-07","   50","   50","6.49"," 1650"," 1520","0.00",,"0.0","0.0",,"98","73","  546","  360",,,"   45",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-08","   50","   60","6.71"," 1450"," 1437","0.00",,"0.0","0.0",,"101","74","  478","  270",,,"  270",,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-09","   50","   60","8.50"," 1450"," 1456","0.00",,"0.0","0.0",,"102","77","  397","  190",,,"  180",,"17.9",,,"30.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-10","   60","   70","6.71"," 1436",,"0.28",,"0.0","0.0",,"100","75","  300","  180",,,"  180",,"25.1",,,"39.1","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-11","   80","   80","8.50"," 2250"," 2313","0.44",,"0.0","0.0",,"96","72","  221","  210",,,"  225",,"14.1",,,"28.9","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-12","  100","  100","9.40"," 0550"," 1130","1.34",,"0.0","0.0",,"84","71","    0","  210",,,"  270",,"15.0",,,"18.3","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-13","  100","  100","6.93"," 1950"," 1925","0.40",,"0.0","0.0",,"84","66","    0","  280",,,"  270",,"12.1",,,"21.9","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-14","   70","   70","7.38"," 1650"," 1730","0.00",,"0.0","0.0",,"77","61","  196","  310",,,"  315",,"14.1",,,"17.2","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-15","   30","   40","8.28"," 1350"," 1113","0.00",,"0.0","0.0",,"82","58","  618","  270",,,"  225",,"14.1",,,"20.8",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-16","   30","   50","6.04"," 1550"," 1204","0.00",,"0.0","0.0",,"87","60","  573","  170",,,"  180",,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-17","   10","   10","5.14"," 1450"," 1203","0.00",,"0.0","0.0",,"91","63","  750","  260",,,"  225",,"8.9",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-18","   80","   80","6.26"," 1502"," 1514","0.02",,"0.0","0.0",,"89","68","   87","  300",,,"  270",,"14.1",,,"18.3","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-19","   60","   70","6.71"," 1550"," 1547","0.00",,"0.0","0.0",,"91","72","  261","   80",,,"   90",,"13.0",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-20","   50","   70","7.38"," 1520"," 1513","0.13",,"0.0","0.0",,"89","71","  228","  220",,,"  225",,"17.9",,,"28.9","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-21","   60","   70","7.16"," 1605"," 1606","0.65",,"0.0","0.0",,"90","71","  272","   20",,,"   45",,"23.0",,,"33.3","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-22","   80","   90","8.28"," 1152"," 1152","1.16",,"0.0","0.0",,"87","70","   91","  270",,,"  270",,"23.0",,,"35.6","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1990-07-23","   80","   90","4.25"," 0805"," 1155","0.12",,"0.0","0.0",,"83","68","   97","  310",,,"  315",,"8.1",,,"17.2","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
