"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2009-12-27",,,"10.29"," 1317"," 1153","0.00",,"0.0","0.0",,"44","27",,,"  270","  190",,"0.0",,"21.0","29.1",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2009-12-28",,,"7.83"," 0145"," 1051","0.00",,"0.0","0.0",,"38","22",,,"  330","  290",,"0.0",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2009-12-29",,,"6.71"," 0935"," 0608","0.00",,"0.0","0.0",,"39","27",,,"   30","   50",,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2009-12-30",,,"9.84"," 2139"," 2100","0.26",,"0.0","0.0",,"49","31",,,"  170","  200",,"0.0",,"21.0","32.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2009-12-31",,,"7.61"," 2027"," 0737","0.07",,"0.0","0.0",,"46","37",,,"  350","  210",,"0.0",,"15.0","32.0",,"    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-01",,,"9.84"," 0153"," 0153","0.00",,"0.0","0.0",,"37","22",,,"  340","  330",,"0.0",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-02",,,"9.17"," 0450"," 0053","0.00",,"0.0","0.0",,"27","15",,,"  310","  340",,"0.0",,"17.0","23.9",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-03",,,"7.38"," 1036"," 2134","0.00",,"0.0","0.0",,"26","14",,,"   40","   10",,"0.0",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-04",,,"8.50"," 2351"," 2351","0.00",,"0.0","0.0",,"29","12",,,"  310","  320",,"0.0",,"15.0","17.9",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-05",,,"6.93"," 0046"," 0045","0.00",,"0.0","0.0",,"28","13",,,"  320","  320",,"0.0",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-06",,,"2.68"," 0851"," 1157","0.00",,"0.0","0.0",,"34","12",,,"  310","  280",,"0.0",,"8.9","10.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-07",,,"7.61"," 1826"," 1828","0.03",,"0.5","0.0",,"31","14",,,"  320","  310",,"0.0",,"19.9","25.9",,"    1",,,,,,"    1","    1",,,,"    1",,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-08",,,"8.50"," 0558"," 0541","0.00",,"0.1","0.0",,"18","13",,,"  320","  310",,"0.0",,"15.0","21.9",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-09",,,"7.38"," 1947"," 1946","0.00",,"0.1","0.0",,"22","14",,,"  330","  330",,"0.0",,"15.0","17.0",,,,,,,,,"    1",,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-10",,,"3.80"," 0817"," 0359","0.00",,"0.0","0.0",,"28","8",,,"  330","  330",,"0.0",,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-11",,,"7.16"," 2140"," 2053","0.00",,"0.0","0.0",,"40","14",,,"  320","  330",,"0.0",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-12",,,"7.16"," 0341"," 0038","0.00",,"0.0","0.0",,"32","20",,,"  330","  340",,"0.0",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-13",,,"2.68"," 1200"," 1210","0.00",,"0.0","0.0",,"42","14",,,"  180","   60",,"0.0",,"6.0","10.1",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-14",,,"2.91"," 1600"," 1600","0.00",,"0.0","0.0",,"51","18",,,"  170","  160",,"0.0",,"8.9","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-15",,,"2.24"," 1751"," 1751","0.00",,"0.0","0.0",,"59","30",,,"   30","   30",,"0.0",,"8.1","8.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-16",,,"4.25"," 2352"," 2357","0.49",,"0.0","0.0",,"52","32",,,"   40","   40",,"0.0",,"10.1","13.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-17",,,"8.28"," 1335"," 1359","1.45",,"0.0","0.0",,"54","37",,,"   10","  360",,"0.0",,"19.9","23.9",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-18",,,"3.80"," 2213"," 1618","0.00",,"0.0","0.0",,"58","28",,,"  170","  170",,"0.0",,"8.1","10.1",,"    1","    1",,,,,,,"    1",,,"    1",,,,,,,,"    1",
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-19",,,"6.04"," 2036"," 1356","0.00",,"0.0","0.0",,"62","39",,,"  190","  210",,"0.0",,"13.0","17.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-20",,,"7.38"," 1007"," 0954","0.46",,"0.0","0.0",,"56","50",,,"  170","  180",,"0.0",,"17.9","23.9",,"    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-21",,,"6.93"," 1721"," 1723","0.43",,"0.0","0.0",,"62","49",,,"  230","  220",,"0.0",,"25.1","36.9",,"    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-22",,,"4.70"," 0742"," 0738","0.00",,"0.0","0.0",,"53","44",,,"  310","  320",,"0.0",,"13.0","17.0",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-23",,,"12.08"," 2330"," 2342","0.00",,"0.0","0.0",,"57","43",,,"  150","  150",,"0.0",,"29.1","38.0",,"    1","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-24",,,"9.62"," 0012"," 0011","0.48",,"0.0","0.0",,"56","47",,,"  160","  140",,"0.0",,"30.0","38.0",,"    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-25",,,"10.29"," 1310"," 1314","0.07",,"0.0","0.0",,"47","34",,,"  260","  240",,"0.0",,"23.9","34.9",,"    1",,,,"    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-26",,,"7.61"," 1414"," 1414","0.00",,"0.0","0.0",,"36","26",,,"  290","  300",,"0.0",,"16.1","23.0",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-27",,,"3.36"," 2222"," 2221","0.00",,"0.0","0.0",,"44","21",,,"  160","  170",,"0.0",,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-28",,,"9.62"," 0838"," 0853","0.00",,"0.0","0.0",,"47","29",,,"  360","  320",,"0.0",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-29",,,"10.74"," 1747"," 2243","0.63",,"3.9","0.0",,"29","24",,,"   50","   30",,"0.0",,"17.0","19.9",,"    1",,"    1","    1",,,,,,,,,,,"    1","    1","    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-30",,,"10.07"," 1555"," 1604","0.09",,"0.2","4.0",,"26","19",,,"   10","   10",,"0.0",,"17.9","21.9",,"    1",,,"    1",,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-01-31",,,"0.89"," 0208"," 0202","0.00",,"0.0","4.0",,"38","10",,,"  290","  290",,"0.0",,"6.9","8.9",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-01",,,"1.12"," 1624"," 1624","0.03",,"0.0","3.0",,"43","17",,,"  140","  150",,"0.0",,"8.1","8.9",,"    1","    1",,,"    1",,,,"    1",,,"    1",,,"    1",,,,,"    1",
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-02",,,"3.80"," 2133"," 2132","0.09",,"0.0","2.0",,"47","34",,,"  290","  300",,"0.0",,"13.0","17.0",,"    1","    1",,,"    1",,,"    1","    1",,,,"    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-03",,,"5.14"," 0124"," 0122","0.00",,"0.0","0.0",,"46","32",,,"  330","  280",,"0.0",,"16.1","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-04",,,"5.82"," 2357"," 2354","0.36",,"0.0","0.0",,"43","32",,,"   70","   70",,"0.0",,"8.9","13.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-05",,,"7.38"," 2314"," 2307","0.91",,"0.0","0.0",,"45","39",,,"  270","  260",,"0.0",,"17.0","25.9",,"    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-06",,,"12.30"," 2344"," 2046","0.02",,"0.0","0.0",,"39","30",,,"  250","  300",,"0.0",,"17.9","29.1",,"    1",,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-07",,,"4.70"," 2357"," 2354","0.00",,"0.0","0.0",,"34","22",,,"  310","   20",,"0.0",,"12.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-08",,,"3.13"," 1440"," 1301","0.35",,"1.5","0.0",,"35","22",,,"  150","  100",,"0.0",,"8.9","13.0",,"    1",,,"    1","    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-09",,,"9.40"," 1747"," 1753","0.48",,"0.2","0.0",,"35","21",,,"  270","  280",,"0.0",,"23.0","36.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-10",,,"9.62"," 1249"," 1248","0.00",,"0.0","0.0",,"35","21",,,"  310","  310",,"0.0",,"21.0","28.0",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-11",,,"4.47"," 1551"," 1423","0.00",,"0.0","0.0",,"37","20",,,"   30","  360",,"0.0",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-12",,,"5.82"," 1535"," 1530","0.00",,"0.0","0.0",,"35","24",,,"  360","  360",,"0.0",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-13",,,"5.37"," 1208"," 1249","0.00",,"0.0","0.0",,"36","28",,,"  340","  340",,"0.0",,"13.0","15.0",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-14",,,"5.37"," 1028"," 2350","0.06",,"0.0","0.0",,"38","31",,,"  170","  250",,"0.0",,"12.1","15.0",,"    1",,,,"    1",,,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-15",,,"10.07"," 0114"," 0113","0.05",,"0.5","0.0",,"37","22",,,"  290","  310",,"0.0",,"23.0","34.9",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-16",,,"6.93"," 1454"," 1409","0.00",,"0.1","0.0",,"30","22",,,"  260","  300",,"0.0",,"13.0","17.9",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-17",,,"6.71"," 1614"," 1444","0.00",,"0.0","0.0",,"39","23",,,"  310","  280",,"0.0",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-18",,,"3.58"," 1352"," 1347","0.00",,"0.0","0.0",,"49","24",,,"  310","  290",,"0.0",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-19",,,"1.57"," 1201"," 1713","0.00",,"0.0","0.0",,"52","23",,,"   30","  110",,"0.0",,"6.9","8.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-20",,,"3.36"," 1509"," 1509","0.00",,"0.0","0.0",,"62","27",,,"  190","  200",,"0.0",,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-21",,,"6.71"," 1454"," 1453","0.42",,"0.0","0.0",,"67","34",,,"  180","  170",,"0.0",,"21.0","25.1",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-22",,,"8.50"," 0013"," 0002","0.00",,"0.0","0.0",,"51","37",,,"  160","  170",,"0.0",,"15.0","19.9",,"    1",,,,,,,"    1",,,,"    1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-23",,,"7.61"," 0806"," 0805","0.00",,"0.0","0.0",,"37","33",,,"  330","  330",,"0.0",,"14.1","17.0",,"    1",,,,,,"    1","    1",,,,"    1",,,,,,"    1",,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-24",,,"6.49"," 1724"," 1723","0.00",,"0.0","0.0",,"36","24",,,"  330","  320",,"0.0",,"17.0","23.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-25",,,"6.04"," 1217"," 1217","0.00",,"0.0","0.0",,"39","21",,,"  350","  340",,"0.0",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-26",,,"5.82"," 1508"," 1440","0.00",,"0.0","0.0",,"45","20",,,"  320","  340",,"0.0",,"15.0","23.0",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-27",,,"7.61"," 1719"," 1716","0.00",,"0.0","0.0",,"49","26",,,"  310","  320",,"0.0",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-02-28",,,"6.49"," 0822"," 0537","0.00",,"0.0","0.0",,"45","32",,,"  360","  310",,"0.0",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-01",,,"6.26"," 2027"," 1939","0.00",,"0.0","0.0",,"45","29",,,"   40","   30",,"0.0",,"15.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-02",,,"11.41"," 1440"," 0139","0.10",,"0.0","0.0",,"43","34",,,"   10","  340",,"0.0",,"19.9","25.9",,"    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-03",,,"7.61"," 1626"," 1625","0.00",,"0.0","0.0",,"36","31",,,"  360","  350",,"0.0",,"15.0","17.9",,,,,,,,"    1","    1",,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-04",,,"6.93"," 0956"," 1342","0.00",,"0.0","0.0",,"51","30",,,"  320","  320",,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-05",,,"5.82"," 1048"," 1041","0.00",,"0.0","0.0",,"51","24",,,"   40","   30",,"0.0",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-06",,,"3.80"," 1116"," 1356","0.00",,"0.0","0.0",,"56","23",,,"   20","   20",,"0.0",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-07",,,"3.36"," 1503"," 1502","0.00",,"0.0","0.0",,"63","26",,,"  180","  180",,"0.0",,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-08",,,"4.03"," 1245"," 1015","0.00",,"0.0","0.0",,"73","44",,,"  330","  220",,"0.0",,"12.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-09",,,"8.50"," 1337"," 1337","0.03",,"0.0","0.0",,"62","41",,,"  200","  200",,"0.0",,"23.9","31.1",,,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-10",,,"11.63"," 1508"," 1508","0.00",,"0.0","0.0",,"68","53",,,"  180","  180",,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-11",,,"8.50"," 0745"," 1436","0.54",,"0.0","0.0",,"69","49",,,"  100","  190",,"0.0",,"21.0","23.9",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-12",,,"5.82"," 1647"," 1646","0.50",,"0.0","0.0",,"62","45",,,"  250","  270",,"0.0",,"17.9","29.1",,"    1","    1","    1",,"    1",,,,"    1",,,,"    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-13",,,"6.04"," 1619"," 1616","0.20",,"0.0","0.0",,"48","41",,,"  270","  300",,"0.0",,"15.0","23.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-14",,,"8.50"," 1352"," 1225","0.03",,"0.0","0.0",,"49","43",,,"  320","  280",,"0.0",,"17.0","25.9",,"    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-15",,,"8.05"," 1829"," 1829","0.00",,"0.0","0.0",,"50","43",,,"  360","  360",,"0.0",,"15.0","17.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-16",,,"6.49"," 0754"," 0753","0.00",,"0.0","0.0",,"52","44",,,"   30","   30",,"0.0",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-17",,,"1.79"," 1447"," 1654","0.00",,"0.0","0.0",,"53","46",,,"  100","  110",,"0.0",,"6.9","8.1",,"    1",,,,"    1",,"    1","    1",,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-18",,,"3.58"," 1311"," 1311","0.00",,"0.0","0.0",,"66","40",,,"  360","  360",,"0.0",,"14.1","17.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-19",,,"4.47"," 1351"," 1349","0.00",,"0.0","0.0",,"69","35",,,"  200","  200",,"0.0",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-20",,,"4.25"," 1519"," 2154","0.00",,"0.0","0.0",,"70","41",,,"  180","   30",,"0.0",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-21",,,"7.38"," 1532"," 1531","0.89",,"0.0","0.0",,"54","38",,,"  250","  240",,"0.0",,"21.9","33.1",,"    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-22",,,"4.92"," 0134"," 1845","0.01",,"0.0","0.0",,"45","34",,,"  200","  220",,"0.0",,"14.1","29.1",,"    1",,,,,,,,,,,"    1","    1",,,,"    1","    1",,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-23",,,"3.80"," 1312"," 1311","0.00",,"0.0","0.0",,"67","42",,,"  260","  270",,"0.0",,"12.1","16.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-24",,,"4.92"," 1315"," 1600","0.00",,"0.0","0.0",,"73","41",,,"  170","  170",,"0.0",,"17.0","23.9",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-25",,,"11.41"," 1708"," 1708","0.62",,"0.0","0.0",,"58","44",,,"  250","  240",,"0.0",,"23.0","34.9",,"    1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-26",,,"9.84"," 0649"," 0622","0.00",,"0.0","0.0",,"55","39",,,"  360","   10",,"0.0",,"23.0","31.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-27",,,"11.41"," 1640"," 1718","0.00",,"0.0","0.0",,"69","34",,,"  160","  170",,"0.0",,"25.1","38.0",,"    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-28",,,"10.74"," 0215"," 0215","0.60",,"0.0","0.0",,"60","47",,,"  200","  210",,"0.0",,"29.1","40.0",,"    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-29",,,"9.84"," 1320"," 1125","0.00",,"0.0","0.0",,"61","41",,,"  360","  310",,"0.0",,"19.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-30",,,"2.46"," 1023"," 1526","0.00",,"0.0","0.0",,"66","37",,,"  320","  200",,"0.0",,"10.1","13.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-03-31",,,"6.04"," 1424"," 1423","0.00",,"0.0","0.0",,"78","40",,,"  190","  200",,"0.0",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-01",,,"7.38"," 1037"," 1224","0.00",,"0.0","0.0",,"84","52",,,"  190","  200",,"0.0",,"17.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-02",,,"7.83"," 1428"," 1410","0.00",,"0.0","0.0",,"84","52",,,"  190","  180",,"0.0",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-03",,,"7.83"," 0705"," 0703","0.16",,"0.0","0.0",,"74","51",,,"  230","  220",,"0.0",,"23.0","40.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-04",,,"5.37"," 1355"," 1354","0.00",,"0.0","0.0",,"80","46",,,"  170","  170",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-05",,,"9.40"," 1531"," 1617","0.02",,"0.0","0.0",,"87","66",,,"  200","  190",,"0.0",,"21.9","25.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-06",,,"13.20"," 1535"," 1534","0.00",,"0.0","0.0",,"87","62",,,"  180","  170",,"0.0",,"28.0","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-07",,,"14.54"," 2330"," 2326","0.13",,"0.0","0.0",,"78","62",,,"  250","  280",,"0.0",,"25.9","42.9",,,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-08",,,"8.50"," 0738"," 2355","0.20",,"0.0","0.0",,"63","43",,,"  320","  220",,"0.0",,"19.9","29.1",,"    1",,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2010-04-09",,,"5.14"," 1349"," 1358","0.00",,"0.0","0.0",,"67","37",,,"  320","  330",,"0.0",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
